ASK,BID,QUANTITY
142.093,142.057,0
142.104,142.066,0
142.104,142.076,0
142.104,142.076,0
142.163,142.077,0
142.133,142.087,0
142.093,142.057,0
142.083,142.057,0
142.113,142.077,0
142.134,142.096,0
142.154,142.086,0
142.164,142.086,0
142.124,142.086,0
142.123,142.077,0
142.104,142.066,0
142.024,141.996,0
141.993,141.977,0
141.963,141.917,0
141.963,141.897,0
141.934,141.886,0
141.944,141.886,0
141.954,141.886,0
141.903,141.857,0
141.864,141.806,0
141.934,141.886,0
141.963,141.897,0
141.973,141.917,0
141.984,141.916,0
141.974,141.916,0
141.984,141.916,0
141.973,141.927,0
142.003,141.937,0
141.994,141.936,0
141.953,141.887,0
141.974,141.926,0
141.993,141.957,0
141.994,141.946,0
142.024,141.956,0
142.003,141.957,0
141.974,141.926,0
142.004,141.946,0
141.983,141.937,0
141.933,141.887,0
141.964,141.906,0
141.963,141.917,0
141.983,141.917,0
141.983,141.927,0
141.974,141.916,0
141.983,141.917,0
141.983,141.927,0
141.983,141.917,0
141.973,141.917,0
141.913,141.877,0
141.953,141.877,0
141.864,141.806,0
141.853,141.807,0
141.854,141.786,0
141.854,141.786,0
141.843,141.787,0
141.853,141.787,0
141.854,141.816,0
141.853,141.807,0
141.823,141.807,0
141.814,141.776,0
141.823,141.767,0
141.823,141.777,0
141.793,141.727,0
141.783,141.727,0
141.793,141.727,0
141.794,141.726,0
141.784,141.726,0
141.794,141.726,0
141.804,141.746,0
141.793,141.747,0
141.803,141.727,0
141.744,141.716,0
141.803,141.757,0
141.853,141.807,0
141.854,141.816,0
141.954,141.826,0
141.933,141.827,0
141.923,141.887,0
141.933,141.877,0
141.913,141.867,0
141.933,141.867,0
141.914,141.866,0
141.953,141.887,0
141.943,141.897,0
141.944,141.886,0
141.943,141.897,0
141.974,141.896,0
141.974,141.906,0
141.964,141.906,0
141.973,141.917,0
141.993,141.957,0
142.004,141.956,0
141.983,141.957,0
141.994,141.956,0
142.003,141.957,0
141.993,141.957,0
141.993,141.927,0
141.973,141.917,0
141.943,141.917,0
141.954,141.896,0
141.973,141.907,0
141.973,141.897,0
141.974,141.906,0
141.904,141.846,0
141.913,141.867,0
141.933,141.877,0
142.013,141.917,0
141.984,141.916,0
141.993,141.917,0
142.013,141.917,0
141.984,141.916,0
141.964,141.916,0
141.974,141.916,0
141.953,141.907,0
141.964,141.916,0
141.943,141.907,0
141.944,141.916,0
141.943,141.907,0
141.984,141.946,0
142.004,141.956,0
141.984,141.956,0
142.013,141.957,0
141.993,141.957,0
142.014,141.956,0
142.013,141.947,0
141.993,141.947,0
141.993,141.947,0
142.014,141.946,0
142.013,141.947,0
141.984,141.956,0
141.984,141.936,0
141.963,141.937,0
141.993,141.917,0
142.004,141.956,0
142.004,141.946,0
141.983,141.947,0
141.993,141.937,0
142.003,141.937,0
141.993,141.937,0
142.014,141.936,0
141.984,141.936,0
141.993,141.937,0
142.014,141.936,0
141.984,141.936,0
141.994,141.936,0
141.983,141.947,0
142.013,141.957,0
142.004,141.956,0
142.013,141.957,0
142.004,141.956,0
142.014,141.966,0
142.003,141.967,0
141.983,141.947,0
141.973,141.937,0
141.963,141.927,0
142.013,141.937,0
141.994,141.936,0
141.994,141.946,0
142.013,141.957,0
142.024,141.966,0
142.004,141.976,0
142.023,141.987,0
142.023,141.977,0
142.023,141.977,0
142.014,141.976,0
142.004,141.976,0
142.013,141.977,0
142.004,141.976,0
142.024,141.976,0
142.014,141.976,0
142.023,141.977,0
142.024,141.986,0
142.024,141.976,0
142.024,141.976,0
142.023,141.977,0
142.044,141.986,0
142.024,141.976,0
142.034,141.976,0
142.003,141.977,0
142.033,141.977,0
142.033,141.977,0
142.023,141.977,0
142.013,141.977,0
141.994,141.976,0
141.984,141.936,0
141.993,141.937,0
141.993,141.927,0
141.933,141.897,0
141.944,141.896,0
141.933,141.897,0
141.933,141.897,0
141.934,141.866,0
141.934,141.856,0
141.903,141.857,0
141.933,141.857,0
141.904,141.856,0
141.884,141.826,0
141.893,141.827,0
141.873,141.827,0
141.864,141.826,0
141.874,141.826,0
141.874,141.836,0
141.863,141.837,0
141.863,141.807,0
141.863,141.807,0
141.873,141.827,0
141.873,141.807,0
141.853,141.807,0
141.874,141.806,0
141.853,141.807,0
141.874,141.806,0
141.843,141.807,0
141.854,141.806,0
141.843,141.807,0
141.874,141.806,0
141.873,141.827,0
141.873,141.837,0
141.863,141.827,0
141.853,141.817,0
141.853,141.787,0
141.873,141.787,0
141.864,141.786,0
141.874,141.786,0
141.853,141.787,0
141.863,141.787,0
141.884,141.846,0
141.893,141.847,0
141.873,141.827,0
141.894,141.826,0
141.863,141.807,0
141.873,141.807,0
141.873,141.827,0
141.863,141.807,0
141.873,141.807,0
141.934,141.886,0
141.934,141.866,0
141.934,141.866,0
141.894,141.856,0
141.934,141.856,0
141.934,141.856,0
141.904,141.856,0
141.934,141.856,0
141.934,141.866,0
141.933,141.857,0
141.933,141.867,0
141.934,141.836,0
141.933,141.857,0
141.934,141.846,0
141.934,141.866,0
141.933,141.877,0
141.894,141.836,0
141.864,141.826,0
141.863,141.807,0
141.863,141.817,0
141.863,141.827,0
141.863,141.817,0
141.864,141.826,0
141.864,141.796,0
141.864,141.806,0
141.874,141.826,0
141.854,141.826,0
141.874,141.816,0
141.894,141.836,0
141.883,141.837,0
141.893,141.837,0
141.894,141.846,0
141.914,141.846,0
141.913,141.837,0
141.873,141.837,0
141.823,141.787,0
141.823,141.767,0
141.813,141.767,0
141.813,141.757,0
141.774,141.736,0
141.783,141.737,0
141.773,141.727,0
141.754,141.716,0
141.783,141.747,0
141.794,141.746,0
141.773,141.747,0
141.763,141.717,0
141.744,141.706,0
141.793,141.747,0
141.783,141.747,0
141.794,141.746,0
141.794,141.746,0
141.784,141.746,0
141.793,141.757,0
141.794,141.756,0
141.773,141.737,0
141.753,141.717,0
141.794,141.736,0
141.793,141.747,0
141.784,141.746,0
141.794,141.746,0
141.784,141.746,0
141.813,141.767,0
141.823,141.777,0
141.864,141.806,0
141.874,141.836,0
141.914,141.846,0
141.893,141.847,0
141.884,141.846,0
141.893,141.847,0
141.914,141.846,0
141.894,141.846,0
141.914,141.846,0
141.913,141.847,0
141.894,141.846,0
141.874,141.846,0
141.854,141.806,0
141.854,141.796,0
141.853,141.807,0
141.854,141.796,0
141.883,141.837,0
141.883,141.827,0
141.894,141.836,0
141.914,141.836,0
141.913,141.857,0
141.893,141.857,0
141.914,141.856,0
141.934,141.856,0
141.913,141.857,0
141.913,141.867,0
141.903,141.867,0
141.873,141.827,0
141.883,141.827,0
141.883,141.827,0
141.883,141.837,0
141.884,141.826,0
141.853,141.807,0
141.864,141.826,0
141.864,141.816,0
141.824,141.786,0
141.834,141.786,0
141.853,141.797,0
141.844,141.796,0
141.853,141.797,0
141.844,141.786,0
141.823,141.777,0
141.824,141.776,0
141.813,141.757,0
141.833,141.777,0
141.833,141.767,0
141.853,141.787,0
141.874,141.816,0
141.894,141.826,0
141.873,141.827,0
141.893,141.847,0
141.883,141.847,0
141.894,141.846,0
141.924,141.876,0
141.914,141.876,0
141.904,141.856,0
141.893,141.847,0
141.904,141.856,0
141.933,141.897,0
141.913,141.857,0
141.913,141.867,0
141.933,141.897,0
141.963,141.917,0
141.954,141.916,0
141.964,141.916,0
141.974,141.936,0
141.984,141.936,0
141.974,141.936,0
142.004,141.956,0
142.003,141.967,0
142.033,141.987,0
142.023,141.987,0
142.023,141.977,0
141.994,141.956,0
142.003,141.957,0
141.994,141.956,0
141.993,141.947,0
141.993,141.967,0
142.023,141.987,0
142.013,141.987,0
142.003,141.967,0
142.004,141.976,0
142.014,141.976,0
141.984,141.946,0
141.994,141.966,0
142.013,141.977,0
141.984,141.956,0
141.994,141.956,0
141.983,141.957,0
141.983,141.937,0
141.974,141.936,0
141.974,141.926,0
141.964,141.916,0
141.964,141.926,0
141.963,141.917,0
141.953,141.917,0
141.914,141.876,0
141.904,141.856,0
141.893,141.857,0
141.884,141.846,0
141.864,141.826,0
141.853,141.817,0
141.844,141.806,0
141.853,141.827,0
141.893,141.857,0
141.894,141.866,0
141.924,141.886,0
141.923,141.897,0
141.913,141.877,0
141.913,141.867,0
141.903,141.867,0
141.883,141.847,0
141.893,141.857,0
141.874,141.826,0
141.863,141.827,0
141.863,141.817,0
141.854,141.816,0
141.884,141.836,0
141.874,141.836,0
141.854,141.816,0
141.834,141.786,0
141.824,141.786,0
141.813,141.787,0
141.823,141.787,0
141.813,141.787,0
141.823,141.787,0
141.783,141.747,0
141.754,141.736,0
141.753,141.727,0
141.793,141.757,0
141.784,141.746,0
141.783,141.767,0
141.763,141.737,0
141.764,141.726,0
141.754,141.726,0
141.714,141.686,0
141.714,141.696,0
141.724,141.696,0
141.714,141.696,0
141.714,141.696,0
141.754,141.716,0
141.764,141.716,0
141.753,141.717,0
141.753,141.707,0
141.743,141.707,0
141.753,141.707,0
141.763,141.727,0
141.753,141.717,0
141.764,141.716,0
141.754,141.716,0
141.774,141.746,0
141.784,141.756,0
141.773,141.757,0
141.784,141.756,0
141.783,141.767,0
141.784,141.756,0
141.773,141.727,0
141.773,141.737,0
141.774,141.726,0
141.764,141.726,0
141.753,141.707,0
141.723,141.687,0
141.723,141.697,0
141.743,141.707,0
141.733,141.697,0
141.734,141.686,0
141.724,141.686,0
141.733,141.687,0
141.734,141.696,0
141.714,141.676,0
141.714,141.686,0
141.694,141.656,0
141.714,141.666,0
141.734,141.696,0
141.734,141.686,0
141.714,141.686,0
141.673,141.647,0
141.674,141.636,0
141.684,141.666,0
141.674,141.646,0
141.654,141.616,0
141.643,141.627,0
141.634,141.606,0
141.663,141.627,0
141.664,141.616,0
141.674,141.616,0
141.664,141.616,0
141.673,141.617,0
141.693,141.657,0
141.734,141.676,0
141.713,141.677,0
141.733,141.677,0
141.714,141.676,0
141.693,141.677,0
141.693,141.657,0
141.703,141.657,0
141.694,141.656,0
141.734,141.676,0
141.703,141.667,0
141.694,141.666,0
141.703,141.667,0
141.694,141.666,0
141.703,141.667,0
141.694,141.666,0
141.693,141.667,0
141.704,141.676,0
141.683,141.647,0
141.684,141.656,0
141.703,141.667,0
141.713,141.667,0
141.684,141.656,0
141.653,141.627,0
141.633,141.617,0
141.663,141.627,0
141.664,141.636,0
141.664,141.626,0
141.654,141.626,0
141.653,141.637,0
141.654,141.626,0
141.643,141.627,0
141.654,141.626,0
141.633,141.607,0
141.624,141.596,0
141.654,141.616,0
141.633,141.607,0
141.624,141.606,0
141.623,141.597,0
141.603,141.587,0
141.614,141.576,0
141.624,141.586,0
141.614,141.576,0
141.604,141.576,0
141.614,141.586,0
141.624,141.596,0
141.633,141.597,0
141.634,141.606,0
141.614,141.586,0
141.613,141.597,0
141.624,141.586,0
141.624,141.596,0
141.623,141.587,0
141.613,141.577,0
141.604,141.576,0
141.614,141.586,0
141.633,141.597,0
141.633,141.617,0
141.684,141.646,0
141.694,141.666,0
141.684,141.666,0
141.683,141.647,0
141.684,141.656,0
141.684,141.646,0
141.674,141.646,0
141.684,141.646,0
141.684,141.656,0
141.693,141.667,0
141.653,141.637,0
141.664,141.646,0
141.673,141.637,0
141.663,141.647,0
141.664,141.636,0
141.664,141.646,0
141.694,141.656,0
141.693,141.667,0
141.684,141.656,0
141.694,141.656,0
141.704,141.676,0
141.703,141.687,0
141.734,141.686,0
141.714,141.686,0
141.714,141.676,0
141.704,141.676,0
141.704,141.666,0
141.674,141.636,0
141.663,141.627,0
141.653,141.607,0
141.653,141.627,0
141.654,141.616,0
141.653,141.627,0
141.654,141.616,0
141.654,141.616,0
141.644,141.606,0
141.643,141.627,0
141.643,141.617,0
141.654,141.616,0
141.663,141.637,0
141.674,141.646,0
141.724,141.676,0
141.704,141.686,0
141.703,141.677,0
141.774,141.736,0
141.754,141.726,0
141.764,141.726,0
141.753,141.727,0
141.764,141.726,0
141.753,141.727,0
141.733,141.717,0
141.733,141.707,0
141.733,141.697,0
141.754,141.716,0
141.783,141.737,0
141.784,141.736,0
141.774,141.736,0
141.764,141.736,0
141.764,141.726,0
141.754,141.716,0
141.774,141.736,0
141.764,141.726,0
141.744,141.706,0
141.734,141.706,0
141.764,141.726,0
141.773,141.747,0
141.783,141.747,0
141.783,141.767,0
141.773,141.747,0
141.784,141.756,0
141.793,141.757,0
141.803,141.757,0
141.784,141.756,0
141.794,141.756,0
141.784,141.756,0
141.783,141.747,0
141.783,141.757,0
141.793,141.767,0
141.793,141.757,0
141.804,141.766,0
141.814,141.766,0
141.823,141.777,0
141.833,141.777,0
141.804,141.786,0
141.804,141.776,0
141.833,141.797,0
141.844,141.796,0
141.834,141.796,0
141.854,141.796,0
141.823,141.797,0
141.844,141.816,0
141.893,141.857,0
141.893,141.867,0
141.934,141.906,0
141.943,141.907,0
141.934,141.896,0
141.944,141.896,0
141.943,141.907,0
141.923,141.887,0
141.943,141.917,0
141.943,141.907,0
141.943,141.917,0
141.944,141.906,0
141.953,141.917,0
141.964,141.916,0
141.964,141.936,0
141.954,141.936,0
141.933,141.897,0
141.934,141.886,0
141.933,141.897,0
141.943,141.897,0
141.934,141.906,0
141.944,141.916,0
141.944,141.906,0
141.954,141.906,0
141.964,141.936,0
141.994,141.956,0
141.984,141.946,0
141.994,141.946,0
141.983,141.947,0
141.934,141.896,0
141.924,141.896,0
141.933,141.897,0
141.924,141.896,0
141.934,141.896,0
141.913,141.897,0
141.904,141.886,0
141.913,141.887,0
141.913,141.877,0
141.974,141.956,0
141.974,141.946,0
142.004,141.956,0
142.003,141.967,0
142.063,142.027,0
142.054,142.016,0
142.044,142.006,0
142.053,142.007,0
142.034,142.006,0
142.043,142.017,0
142.063,142.027,0
142.084,142.046,0
142.093,142.057,0
142.083,142.047,0
142.113,142.077,0
142.134,142.096,0
142.134,142.106,0
142.134,142.096,0
142.123,142.107,0
142.113,142.077,0
142.153,142.117,0
142.174,142.136,0
142.184,142.146,0
142.194,142.146,0
142.194,142.166,0
142.194,142.156,0
142.184,142.146,0
142.173,142.137,0
142.163,142.137,0
142.174,142.136,0
